Year,HPI Percentile Ranking,Encounter Setting,Category,Category Description,Diagnosis Group,Residence,Count
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,2778
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,987
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,4055
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,1227
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,2284
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,66966
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,12067
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,15700
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,19231
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,1577
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,4817
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,1274
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,3591
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,387470
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,21198
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,49919
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,39272
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,875
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,5382
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,1429
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,2775
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,127421
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,26291
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,41336
2020,0-25 (Least Healthy),Inpatient,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,32623
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,338
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,1131
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,380
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,816
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,45425
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,4263
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,9023
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,5754
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,11
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,73
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,21
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,57
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,1638
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,371
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,458
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,454
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,139
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,247
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,145
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,145
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,68631
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1968
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,8197
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,4173
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,397
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,2299
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,630
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,1051
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,40982
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,7162
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,11109
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,9460
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,1307
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,3211
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,822
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,2869
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,262761
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,16710
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,40941
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,25526
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,1161
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,7171
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,1760
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,4549
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,196226
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,33641
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,63671
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,36838
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,262
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,929
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,276
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,587
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,43482
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,4073
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,9487
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,4426
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,11
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,55
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,14
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,39
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,1254
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,225
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,354
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,248
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,106
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,217
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,128
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,136
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,72017
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1667
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,8716
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,3425
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,346
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,1744
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,519
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,750
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,28426
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,4572
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,7814
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,5434
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,678
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,2870
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,570
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,1846
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,128321
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,9245
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,23159
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,11805
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,960
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,6399
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,1457
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,3623
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,245268
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,35005
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,78685
2020,50.01-75 (Somewhat Healthy),Inpatient,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,34397
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,250
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,1206
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,332
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,728
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,36661
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,3510
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,8541
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,2809
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,11
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,43
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,11
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,33
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,669
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,118
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,239
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,94
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,166
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,323
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,186
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,201
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,90754
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1673
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,10335
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,2969
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,723
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,2803
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,716
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,2241
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,15962
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,2949
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,5044
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,3203
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,895
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,2387
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,649
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,2342
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,59649
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,4907
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,12664
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,5891
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,1296
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,6961
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,1579
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,4698
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,236511
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,28437
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,76088
2020,75.01-100 (Most Healthy),Inpatient,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,24263
2020,0-25 (Least Healthy),Inpatient,Age Group,0 to 18,All Other Diagnoses,Homeless,153
2020,0-25 (Least Healthy),Inpatient,Age Group,0 to 18,Co-Occuring Disorders,Homeless,73
2020,0-25 (Least Healthy),Inpatient,Age Group,0 to 18,Mental Health Disorders,Homeless,76
2020,0-25 (Least Healthy),Inpatient,Age Group,0 to 18,Substance Use Disorders,Homeless,22
2020,0-25 (Least Healthy),Inpatient,Age Group,0 to 18,All Other Diagnoses,Not Homeless,165147
2020,0-25 (Least Healthy),Inpatient,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2561
2020,0-25 (Least Healthy),Inpatient,Age Group,0 to 18,Mental Health Disorders,Not Homeless,12174
2020,0-25 (Least Healthy),Inpatient,Age Group,0 to 18,Substance Use Disorders,Not Homeless,841
2020,0-25 (Least Healthy),Inpatient,Age Group,19 to 39,All Other Diagnoses,Homeless,742
2020,0-25 (Least Healthy),Inpatient,Age Group,19 to 39,Co-Occuring Disorders,Homeless,7283
2020,0-25 (Least Healthy),Inpatient,Age Group,19 to 39,Mental Health Disorders,Homeless,1925
2020,0-25 (Least Healthy),Inpatient,Age Group,19 to 39,Substance Use Disorders,Homeless,2341
2020,0-25 (Least Healthy),Inpatient,Age Group,19 to 39,All Other Diagnoses,Not Homeless,167706
2020,0-25 (Least Healthy),Inpatient,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,22930
2020,0-25 (Least Healthy),Inpatient,Age Group,19 to 39,Mental Health Disorders,Not Homeless,25288
2020,0-25 (Least Healthy),Inpatient,Age Group,19 to 39,Substance Use Disorders,Not Homeless,25760
2020,0-25 (Least Healthy),Inpatient,Age Group,40 to 59,All Other Diagnoses,Homeless,1554
2020,0-25 (Least Healthy),Inpatient,Age Group,40 to 59,Co-Occuring Disorders,Homeless,6906
2020,0-25 (Least Healthy),Inpatient,Age Group,40 to 59,Mental Health Disorders,Homeless,1686
2020,0-25 (Least Healthy),Inpatient,Age Group,40 to 59,Substance Use Disorders,Homeless,4707
2020,0-25 (Least Healthy),Inpatient,Age Group,40 to 59,All Other Diagnoses,Not Homeless,105941
2020,0-25 (Least Healthy),Inpatient,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,24107
2020,0-25 (Least Healthy),Inpatient,Age Group,40 to 59,Mental Health Disorders,Not Homeless,28623
2020,0-25 (Least Healthy),Inpatient,Age Group,40 to 59,Substance Use Disorders,Not Homeless,38193
2020,0-25 (Least Healthy),Inpatient,Age Group,60+,All Other Diagnoses,Homeless,1403
2020,0-25 (Least Healthy),Inpatient,Age Group,60+,Co-Occuring Disorders,Homeless,1647
2020,0-25 (Least Healthy),Inpatient,Age Group,60+,Mental Health Disorders,Homeless,818
2020,0-25 (Least Healthy),Inpatient,Age Group,60+,Substance Use Disorders,Homeless,2444
2020,0-25 (Least Healthy),Inpatient,Age Group,60+,All Other Diagnoses,Not Homeless,217290
2020,0-25 (Least Healthy),Inpatient,Age Group,60+,Co-Occuring Disorders,Not Homeless,15689
2020,0-25 (Least Healthy),Inpatient,Age Group,60+,Mental Health Disorders,Not Homeless,52853
2020,0-25 (Least Healthy),Inpatient,Age Group,60+,Substance Use Disorders,Not Homeless,34987
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,0 to 18,All Other Diagnoses,Homeless,151
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,0 to 18,Co-Occuring Disorders,Homeless,83
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,0 to 18,Mental Health Disorders,Homeless,78
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,0 to 18,Substance Use Disorders,Homeless,17
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,0 to 18,All Other Diagnoses,Not Homeless,141868
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2631
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,0 to 18,Mental Health Disorders,Not Homeless,11862
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,0 to 18,Substance Use Disorders,Not Homeless,612
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,19 to 39,All Other Diagnoses,Homeless,583
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,19 to 39,Co-Occuring Disorders,Homeless,5998
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,19 to 39,Mental Health Disorders,Homeless,1306
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,19 to 39,Substance Use Disorders,Homeless,2311
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,19 to 39,All Other Diagnoses,Not Homeless,139504
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,20904
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,19 to 39,Mental Health Disorders,Not Homeless,24997
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,19 to 39,Substance Use Disorders,Not Homeless,19050
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,40 to 59,All Other Diagnoses,Homeless,1272
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,40 to 59,Co-Occuring Disorders,Homeless,6238
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,40 to 59,Mental Health Disorders,Homeless,1433
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,40 to 59,Substance Use Disorders,Homeless,4718
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,40 to 59,All Other Diagnoses,Not Homeless,91939
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,22363
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,40 to 59,Mental Health Disorders,Not Homeless,28430
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,40 to 59,Substance Use Disorders,Not Homeless,29925
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,60+,All Other Diagnoses,Homeless,1346
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,60+,Co-Occuring Disorders,Homeless,1813
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,60+,Mental Health Disorders,Homeless,941
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,60+,Substance Use Disorders,Homeless,2441
